tipo_documento,archivo_actual,nombre_recomendado,accion,nota,lookup_inventario_sugerido,ejemplo_erp_encontrado,ref_erp_ejemplo,familia_canonica,marca,estado_validacion,match_source,match_score,match_query_usada,nombre_recomendado_auto,accion_auto,estado_validacion_auto,nota_auto
ficha_tecnica,KORAZA 5 GARANTIA.pdf,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS",koraza 5 garantia,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,KORAZA 5 GARANTIA,KORAZA,validado_con_revision,db:vw_inventario_agente,85.5,KORAZA 5 GARANTIA,KORAZA PRO 550 VD237 D BRILLO EN OLAS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> KORAZA PRO 550 VD237 D BRILLO EN OLAS"
ficha_tecnica,KORAZA PRO 750 ELASTOMERICA.pdf,SELLADOR ULTRA PRO.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> SELLADOR ULTRA PRO",koraza pro 750 elastomerica,SELLADOR ULTRA PRO,56253585,KORAZA PRO 750 ELASTOMERICA,KORAZA,validado_con_revision,db:vw_inventario_agente,85.5,KORAZA PRO 750 ELASTOMERICA,SELLADOR ULTRA PRO.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> SELLADOR ULTRA PRO"
ficha_tecnica,QUARZ G300N.pdf,ARENA QUARZO G300N.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 100.0) -> ARENA QUARZO G300N",quarz g300n,ARENA QUARZO G300N UFA850/25KG/AA7,5891610,ARENA QUARZO G300N UFA850,,validado_automatico,backend_lookup,100.0,ARENA QUARZO G300N UFA850,ARENA QUARZO G300N.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 100.0) -> ARENA QUARZO G300N"
ficha_tecnica,CONSTRUCLEANER RESTAURADOR FACHADAS.pdf,CONSTRUCLEANER RESTAURADOR FACHA ..pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 95.5) -> CONSTRUCLEANER RESTAURADOR FACHA .",construcleaner restaurador fachadas,CONSTRUCLEANER RESTAURADOR FACHA 52.83G,10347882,CONSTRUCLEANER RESTAURADOR FACHADAS,CONSTRUCLEANER,validado_automatico,backend_lookup,95.52,CONSTRUCLEANER RESTAURADOR FACHADAS,CONSTRUCLEANER RESTAURADOR FACHA ..pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 95.5) -> CONSTRUCLEANER RESTAURADOR FACHA ."
ficha_tecnica,CONSTRUCLEANER MANTENIMIENTO FACHADAS.pdf,CONSTRUCLEANER MANTENIMIENTO FACHADAS.pdf,revisar,"Cruce automático desde inventario (backend_lookup, score 69.6) -> CONSTRUCLEANER RESTAURADOR FACHA .",construcleaner mantenimiento fachadas,CONSTRUCLEANER RESTAURADOR FACHA 52.83G,10347882,CONSTRUCLEANER MANTENIMIENTO FACHADAS,CONSTRUCLEANER,revisar_manual,backend_lookup,69.57,CONSTRUCLEANER MANTENIMIENTO FACHADAS,CONSTRUCLEANER RESTAURADOR FACHA ..pdf,revisar,revisar_manual,"Cruce automático desde inventario (backend_lookup, score 69.6) -> CONSTRUCLEANER RESTAURADOR FACHA ."
ficha_tecnica,CONSTRUCLEANER LIMPIADOR ECOLOGICO LADRILLO.pdf,LIMPIADOR DE JUNTAS.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> LIMPIADOR DE JUNTAS",construcleaner limpiador ecologico ladrillo,LIMPIADOR DE JUNTAS 650ML,51018920,CONSTRUCLEANER LIMPIADOR ECOLOGICO LADRILLO,CONSTRUCLEANER,validado_con_revision,db:vw_inventario_agente,85.5,CONSTRUCLEANER LIMPIADOR ECOLOGICO LADRILLO,LIMPIADOR DE JUNTAS.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> LIMPIADOR DE JUNTAS"
ficha_tecnica,CONSTRUCLEANER LADRILLO ROJO.pdf,CONSTRUCLEANER RINSE LADRILLO ROJ ..pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 90.2) -> CONSTRUCLEANER RINSE LADRILLO ROJ .",construcleaner ladrillo rojo,CONSTRUCLEANER RINSE LADRILLO ROJ 52.83G,10347881,CONSTRUCLEANER LADRILLO ROJO,CONSTRUCLEANER,validado_automatico,backend_lookup,90.2,CONSTRUCLEANER LADRILLO ROJO,CONSTRUCLEANER RINSE LADRILLO ROJ ..pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 90.2) -> CONSTRUCLEANER RINSE LADRILLO ROJ ."
ficha_tecnica,CONSTRUCLEANER LADRILLO CLARO.pdf,CONSTRUCLEANER RINSE LADRILLO ROJ ..pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 88.5) -> CONSTRUCLEANER RINSE LADRILLO ROJ .",construcleaner ladrillo claro,CONSTRUCLEANER RINSE LADRILLO ROJ 52.83G,10347881,CONSTRUCLEANER LADRILLO CLARO,CONSTRUCLEANER,validado_con_revision,backend_lookup,88.46,CONSTRUCLEANER LADRILLO CLARO,CONSTRUCLEANER RINSE LADRILLO ROJ ..pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (backend_lookup, score 88.5) -> CONSTRUCLEANER RINSE LADRILLO ROJ ."
ficha_tecnica,COLORANTE VOC.pdf,COLORANTE BAJO VOC.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 100.0) -> COLORANTE BAJO VOC",colorante voc,PQ COLORANTE BAJO VOC AZUL 0.95L,5854977,COLORANTE VOC,,validado_automatico,backend_lookup,100.0,COLORANTE VOC,COLORANTE BAJO VOC.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 100.0) -> COLORANTE BAJO VOC"
ficha_tecnica,INTERGARD 2002.pdf,INTERGARD 2002 OIA046 BRILLANTE.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERGARD 2002 OIA046 BRILLANTE",intergard 2002,"INTERGARD 2002 PARTE B OIA046/3,7 L/BR",F51060367,INTERGARD 2002,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,INTERGARD 2002,INTERGARD 2002 OIA046 BRILLANTE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERGARD 2002 OIA046 BRILLANTE"
ficha_tecnica,INTERLINE 850.pdf,INTERLINE.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERLINE",interline 850,INTERLINE 850/859 TLA856/3.7L/AA7,5863696,INTERLINE 850,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,INTERLINE 850,INTERLINE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERLINE"
ficha_tecnica,INTERLINE 859.pdf,INTERLINE.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 96.0) -> INTERLINE",interline 859,INTERLINE 850 TLA850/20L/AA7,5863695,INTERLINE 859,INTERNATIONAL,validado_automatico,backend_lookup,96.0,INTERLINE 859,INTERLINE.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (backend_lookup, score 96.0) -> INTERLINE"
ficha_tecnica,INTERLINE 975P.pdf,INTERLINE 975P THA962 ..pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERLINE 975P THA962 .",interline 975p,INTERLINE 975P PARTE B THA962 1.5G,10397819,INTERLINE 975P,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,INTERLINE 975P,INTERLINE 975P THA962 ..pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERLINE 975P THA962 ."
ficha_tecnica,INTERSEAL 670HS.pdf,INTERSEAL 670 HS RAL7032 ..pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERSEAL 670 HS RAL7032 .",interseal 670 hs,INTERSEAL 670 HS RAL7032 PARTE A 4.25G,10354615,INTERSEAL 670 HS,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,INTERSEAL 670 HS,INTERSEAL 670 HS RAL7032 ..pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERSEAL 670 HS RAL7032 ."
ficha_tecnica,INTERSHIELD 300.pdf,INTERSHIELD 300 V ALUM ENA 2.5 G.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERSHIELD 300 V ALUM ENA 2.5 G",intershield 300,INTERSHIELD 300 V ALUM PARTE A ENA 2.5 G,10337125,INTERSHIELD 300,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,INTERSHIELD 300,INTERSHIELD 300 V ALUM ENA 2.5 G.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERSHIELD 300 V ALUM ENA 2.5 G"
ficha_tecnica,INTERTHANE 990.pdf,INTERTHANE 990 NARANJA RAL2003 P.A ..pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERTHANE 990 NARANJA RAL2003 P.A .",interthane 990,INTERTHANE 990 NARANJA RAL2003 P.A 4.29G,10252270,INTERTHANE 990,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,INTERTHANE 990,INTERTHANE 990 NARANJA RAL2003 P.A ..pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERTHANE 990 NARANJA RAL2003 P.A ."
ficha_tecnica,INTERTUF 262.pdf,INTERTUF 262 HAZE GREY.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERTUF 262 HAZE GREY",intertuf 262,INTERTUF 262 HAZE GREY PARTE A 4G,10199221,INTERTUF 262,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,INTERTUF 262,INTERTUF 262 HAZE GREY.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERTUF 262 HAZE GREY"
ficha_tecnica,INTERZINC 52.pdf,INTERZINC EPA175.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERZINC EPA175",interzinc 52,INTERZINC 52 EPA175/20L/AA7,5891345,INTERZINC 52,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,INTERZINC 52,INTERZINC EPA175.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERZINC EPA175"
ficha_tecnica,INTERZONE 954.pdf,INTERZONE 954 RAL1003.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERZONE 954 RAL1003",interzone 954,INTERZONE 954 RAL1003 PARTE A 4G,10381093,INTERZONE 954,INTERNATIONAL,validado_automatico,db:vw_inventario_agente,90.0,INTERZONE 954,INTERZONE 954 RAL1003.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERZONE 954 RAL1003"
ficha_tecnica,MASTIC EPOXY [ES].pdf,MASTIC EPOXY 69A11A.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> MASTIC EPOXY 69A11A",mastic epoxy,MASTIC EPOXY 69A11A/20L/AA7,5892345,MASTIC EPOXY,,validado_automatico,db:vw_inventario_agente,90.0,MASTIC EPOXY,MASTIC EPOXY 69A11A.pdf,renombrar,validado_automatico,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> MASTIC EPOXY 69A11A"
ficha_tecnica,THINNER PARA ACRILICAS 21018.pdf,THINNER BOTELLA.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> THINNER BOTELLA",thinner para acrilicas 21018,THINNER 1 BOTELLA,51003497,THINNER PARA ACRILICAS 21018,,validado_con_revision,db:vw_inventario_agente,85.5,THINNER PARA ACRILICAS 21018,THINNER BOTELLA.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> THINNER BOTELLA"
ficha_tecnica,THINNER PARA POLIURETANO 21050.pdf,THINNER POLIURETANO BTL.pdf,renombrar,"Cruce automático desde inventario (db:vw_inventario_agente, score 86.0) -> THINNER POLIURETANO BTL",thinner para poliuretano 21050,THINNER POLIURETANO BTL,51000848,THINNER PARA POLIURETANO 21050,,validado_con_revision,db:vw_inventario_agente,85.95,THINNER PARA POLIURETANO 21050,THINNER POLIURETANO BTL.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (db:vw_inventario_agente, score 86.0) -> THINNER POLIURETANO BTL"
ficha_tecnica,ZINC PRIMER 10844 UDA850-10845 UDA851 [ES].pdf,ZINC PRIMER.pdf,renombrar,"Cruce automático desde inventario (backend_lookup, score 87.8) -> ZINC PRIMER",zinc primer 10844 10845,ZINC PRIMER 10844 UDA850/20L/AA7,5891071,ZINC PRIMER 10844-10845,,validado_con_revision,backend_lookup,87.8,ZINC PRIMER 10844 10845,ZINC PRIMER.pdf,renombrar,validado_con_revision,"Cruce automático desde inventario (backend_lookup, score 87.8) -> ZINC PRIMER"
fds,FDS - ACROLATEX 50 TEXACRYL 3508.pdf,FDS - ACROLATEX 50 TEXACRYL 3508.pdf,separar_tipo_documental,Las FDS/HDS no deben entrar como ficha técnica principal,acrolatex 50 texacryl 3508,PQ ACROLATEX 50 3508 4K,5891003,ACROLATEX 50,,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,ACROLATEX 50,ACROLATEX 3508 4K.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> ACROLATEX 3508 4K"
fds,FDS - ALTAS TEMPERATURAS ROJO AEROCOLOR 300 ML.pdf,FDS - ALTAS TEMPERATURAS ROJO AEROCOLOR 300 ML.pdf,separar_tipo_documental,Es FDS; mantener separada del corpus principal,altas temperaturas rojo aerocolor 300 ml,AEROCOLOR BASE GRIS 300ML,10283241,ALTAS TEMPERATURAS AEROCOLOR,,no_reingestar_como_ficha,db:vw_inventario_agente,85.5,ALTAS TEMPERATURAS ROJO AEROCOLOR 300 ML,AEROCOLOR BASE.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> AEROCOLOR BASE"
fds,FDS - KORAZA BLANCO 2650.pdf,FDS - KORAZA BLANCO 2650.pdf,separar_tipo_documental,Es FDS color-específica; no usar como nombre maestro,koraza blanco 2650,KORAZA BLANCO 2650 1.2G,10346307,KORAZA,,no_reingestar_como_ficha,db:vw_inventario_agente,95.0,KORAZA BLANCO 2650,KORAZA BLANCO 2650 ..pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 95.0) -> KORAZA BLANCO 2650 ."
fds,FDS - AJUSTADOR AROMATICO 21204.pdf,FDS - AJUSTADOR AROMATICO 21204.pdf,separar_tipo_documental,Es FDS; dejarla en carpeta documental separada,ajustador aromatico 21204,PAGUE 2G PINTUTRAFIC 653 GTIS 1G 21204,10398146,AJUSTADOR AROMATICO 21204,,no_reingestar_como_ficha,db:vw_inventario_agente,85.5,AJUSTADOR AROMATICO 21204,PAGUE PINTUTRAFIC 653 GTIS.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> PAGUE PINTUTRAFIC 653 GTIS"
fds,FDS - INTERTHANE 990 CAT B.pdf,FDS - INTERTHANE 990 CAT B.pdf,separar_tipo_documental,Catalizador y FDS deben vivir aparte de la ficha maestra,interthane 990 cat b,INTERTHANE 990 NARANJA RAL2003 P.A 4.29G,10252270,INTERTHANE 990,INTERNATIONAL,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,INTERTHANE 990,INTERTHANE 990 NARANJA RAL2003 P.A ..pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERTHANE 990 NARANJA RAL2003 P.A ."
fds,FDS - INTERSEAL 670 HS PARTE A BLANCO.pdf,FDS - INTERSEAL 670 HS PARTE A BLANCO.pdf,separar_tipo_documental,Documento de seguridad variante-específico; no es ficha principal,interseal 670 hs parte a blanco,INTERSEAL 670 HS RAL7032 PARTE A 4.25G,10354615,INTERSEAL 670 HS,INTERNATIONAL,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,INTERSEAL 670 HS,INTERSEAL 670 HS RAL7032 ..pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> INTERSEAL 670 HS RAL7032 ."
fds,FDS - PINTUCOAT PLUS GRIS.pdf,FDS - PINTUCOAT PLUS GRIS.pdf,separar_tipo_documental,Es FDS y además variante de color; no mezclar con ficha principal,pintucoat plus gris,KIT PINTUCOAT PLUS A.S BLANC 1G Y CAT 1G,20003771,PINTUCOAT PLUS,PINTUCO,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,PINTUCOAT PLUS,KIT PINTUCOAT PLUS A.S BLANC Y CAT.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente"
fds,FDS - PINTULACA BLANCO 7519.pdf,FDS - PINTULACA BLANCO 7519.pdf,separar_tipo_documental,Documento de seguridad separado,pintulaca blanco 7519,MEG PINTULACA BLANCO 7519 AC 3.78L,5890956,PINTULACA,PINTUCO,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,PINTULACA BLANCO 7519,MEG PINTULACA BLANCO 7519 AC.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> MEG PINTULACA BLANCO 7519 AC"
fds,FDS - VINILTEX ADVANCED BASE DEEP BLANCO 117176.pdf,FDS - VINILTEX ADVANCED BASE DEEP BLANCO 117176.pdf,separar_tipo_documental,Es FDS variante-específica; la ficha principal debe quedar por familia,viniltex advanced base deep blanco 117176,PQ VINILTEX ADVANCED GEN DEEP 18.93L,5894146,VINILTEX ADVANCED,PINTUCO,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,VINILTEX ADVANCED,VINILTEX ADVANCED GEN DEEP.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> VINILTEX ADVANCED GEN DEEP"
fds,FDS - AQUABLOCK ULTRA 27070.pdf,FDS - AQUABLOCK ULTRA 27070.pdf,separar_tipo_documental,Es FDS; conservar separada,aquablock ultra 27070,AQUABLOCK ULTRA 27070 BLANCO GL 10 DCTO,10395469,AQUABLOCK ULTRA,PINTUCO,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,AQUABLOCK ULTRA 27070,AQUABLOCK ULTRA 27070 BLANCO GL DCTO.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> AQUABLOCK ULTRA 27070 BLANCO GL DCTO"
hds,HOJA DE SEGURIDAD PINTUCOAT PLUS.pdf,HOJA DE SEGURIDAD PINTUCOAT PLUS.pdf,separar_tipo_documental,Es hoja de seguridad; no reingestar como ficha principal,pintucoat plus,KIT PINTUCOAT PLUS A.S BLANC 1G Y CAT 1G,20003771,PINTUCOAT PLUS,PINTUCO,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,PINTUCOAT PLUS,KIT PINTUCOAT PLUS A.S BLANC Y CAT.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Match encontrado en inventario (db:vw_inventario_agente, score 90.0), pero la propuesta automática parece demasiado SKU-específica o dudosa; revisar manualmente"
hds,HOJA DE SEGURIDAD REVOQUE PLASTICO PROFESIONAL BLANCO 17091.pdf,HOJA DE SEGURIDAD REVOQUE PLASTICO PROFESIONAL BLANCO 17091.pdf,separar_tipo_documental,Es hoja de seguridad color/variante-específica; mantener aparte,revoque plastico profesional blanco 17091,ACRIL MURALLA BLANCO 5G,10016520,REVOQUE PLASTICO PROFESIONAL,,no_reingestar_como_ficha,db:vw_inventario_agente,85.5,REVOQUE PLASTICO PROFESIONAL BLANCO 17091,ACRIL MURALLA.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> ACRIL MURALLA"
hds,HOJA DE SEGURIDAD VINILTEX PRO 450.pdf,HOJA DE SEGURIDAD VINILTEX PRO 450.pdf,separar_tipo_documental,Es hoja de seguridad; no usar como ficha principal,viniltex pro 450,P7 VINILTEX PRO 450 MAT BLAN 1601 18.93L,5891877,VINILTEX PRO 450,PINTUCO,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,VINILTEX PRO 450,VINILTEX PRO 450 MATE.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> VINILTEX PRO 450 MATE"
hds,HOJA DE SEGURIDAD THINNER DISTRI QUIMICOS.pdf,HOJA DE SEGURIDAD THINNER DISTRI QUIMICOS.pdf,separar_tipo_documental,Es hoja de seguridad; mantener fuera del corpus principal,thinner distri quimicos,INTERNATIONAL THINNER GTA415/20L/AA7,5863702,THINNER DISTRI QUIMICOS,,no_reingestar_como_ficha,db:vw_inventario_agente,85.5,THINNER DISTRI QUIMICOS,INTERNATIONAL THINNER.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> INTERNATIONAL THINNER"
certificado,CARTA GARANTIA GRANIACRYL.pdf,CARTA GARANTIA GRANIACRYL.pdf,separar_tipo_documental,Las garantías/certificados van aparte del corpus de fichas,graniacryl,GRANIACRYL PREMIUM 176TX-8A 4 GL 30 KG,10255643,GRANIACRYL,,no_reingestar_como_ficha,db:vw_inventario_agente,90.0,GRANIACRYL,GRANIACRYL PREMIUM 176TX 8A.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 90.0) -> GRANIACRYL PREMIUM 176TX 8A"
certificado,CERTIFICADO ANÁLISIS C-THERM Boletin OC 144826 (2).pdf,CERTIFICADO ANALISIS C-THERM BOLETIN OC 144826.pdf,separar_tipo_documental,Es certificado y además trae ruido de duplicado; no es ficha principal,c-therm boletin oc 144826,CTHERM ENAMEL W 940 BLANCO 5G,10352531,C-THERM,,no_reingestar_como_ficha,backend_lookup,92.31,C THERM,CTHERM ENAMEL W.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (backend_lookup, score 92.3) -> CTHERM ENAMEL W"
guia,GUIA-Sistemas Mantenimiento Industria_Sep2025 (2).pdf,GUIA SISTEMAS MANTENIMIENTO INDUSTRIA SEP2025.pdf,separar_tipo_documental,"Es guía o material de apoyo, no ficha técnica primaria",sistemas mantenimiento industria sep2025,INDUSTRIA Y COMERCIO,52150501,GUIA SISTEMAS MANTENIMIENTO INDUSTRIA,,no_reingestar_como_ficha,db:vw_inventario_agente,85.5,SISTEMAS MANTENIMIENTO INDUSTRIA SEP2025,INDUSTRIA Y COMERCIO.pdf,separar_tipo_documental,no_reingestar_como_ficha,"Cruce automático desde inventario (db:vw_inventario_agente, score 85.5) -> INDUSTRIA Y COMERCIO"
